http://cityworldnews.com/	Like Us For More World News
http://konkonsagh.biz/	FOKA Records in partnership with Majesty Multimedia is set to organize a Street Carnival On the 8TH of March 2019 with the titled "Majesty Street Carnival" at Okponglo Park around East Legon. The management of the Accra based radio station Majesty FM broke the news to the general public through their new general manager Mr. Frank Owusu Kojo Asiamah aka FOKA in an exclusive interview with Daakye Hemaa on the Majesty Highway Drive last Friday. He said the Carnival is designed to announce the
http://madworldnews.com/	Alexandria Ocasio-Cortez has been caught for the second time in what investigators are calling a “dark money scheme” in which she allegedly hid close to one million dollars of campaign donations. But that’s not all. The former bartender is under the control of a group of hipster socialists who created the “AOC persona,” and they may all be going to jail. You don’t want to miss this. […]
http://news4ktla.com/	NEWS 4 – Chandra Willis has a new warning for parents that you are not going to want to miss – If your children are in their room or in the shower for more than 60 minutes, or if you find your bottles of lotion missing, this could mean that your teen is in danger of a new Internet trend called the ’60 Minute Masturbati0n Challenge.’ Unfortunately for Willis, she had no one to warn her of these telling signs before her 14-year-old son died of a heart attack just last week. But this wasn’t just a
http://news4ktla.com/	There have been several reported cases across the United States were girls have been victims of attempted kidnappings by drivers of ice cream trucks. The tool they use to take these children is chloroform. Chloroform is an organic compound. it is a colorless, sweet smelling, dense liquid. It has been used before as a kidnapping agent where the criminals put the cloth over the victim’s face and the person will then pass out. However, they are now putting it inside the ice cream. By using it in i
http://news4ktla.com/	A 9 year-old boy has been taken into custody by the Fairfax County, Virginia Police Department after he shot his parents to death over their decision to turn off the Internet for punishment. According to reports, the juvenile had been caught abusing a litter of kittens he found in the bushes near his house. Eyewitnesses say he put them in a trash bag and was slamming it against the tree. Neighbors immediately notified his parents who quickly took action. According to the boy’s confession, his p
http://news4ktla.com/	Las Vegas, NV – A Las Vegas mom was arrested on Tuesday after an acquaintance called the police saying that the mother was doing body modifications on the child. 19-year-old Tonya Creighton says she was just trying to make her daughter look “cool” and meant no harm to the baby. Child Protective Services was called to the scene and the baby was removed from Creighton and put in their custody. According to the anonymous tip made by Creighton’s acquaintance, the mother and the baby’s father, 22-ye
http://news4ktla.com/	FLINT, MI – Authorities say roughly 11 million liters of state purchased water have been distributed to Flint residents since the emergency was declared in January over the cities tainted drinking water. However, a grisly discovery was made on Friday morning when surveyors discovered 22 bodies at the bottom of the lake weighed down by concrete blocks and chains. Three retired Michigan state employees are being questioned in connection with the disposal of the dead bodies that led to the contamin
http://news4ktla.com/	60 year old Leola Michelle Alston of Willow Tree Drive also known as the “Trap Queen” in Vale was arrested and charged with 14 felony count each of possession with the intent to manufacture, sell and deliver cocaine and maintaining a vehicle or dwelling for a controlled substance. She was also charged with one misdemeanor count each of simple possession of a schedule 2 controlled substance and possession of drug paraphernalia. Working off tips from citizens who saw a steady stream of traffic da
http://news4ktla.com/	An alarming report was released on Thursday after the FDA was forced into admitting that a chemical they have “approved” to be safe in our food may be mentally altering humans to kill. In the wake of much violence and insanity in the United States, several universities have led studies to look into the processed food being produced by corporations and have come to a disturbing conclusion. The one chemical that lead the study was Butylated Hydroxyanisole. Butylated Hydroxyanisole was fed to mice
